Company-Year,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,NetIncomeAvailShareholders,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics ESG Risk Classification
MMM-2022,Industrials,80.95812225341797,78.11234283447266,10.21,"14,722,000","566,000","5,777,000",60.15,26.328,7
MMM-2023,Industrials,86.63658142089844,101.4851760864258,-12.63,"4,807,000","553,900","-6,995,000",62.046,26.44,7.333
MNST-2020,Consumer Staples,45.54499816894531,45.67499923706055,1.33,"5,160,860","1,059,278","1,409,594",42.9,9.845,7
MNST-2021,Consumer Staples,39.95000076293945,46.34999847412109,1.30,"6,566,951","1,057,526","1,377,475",40.192,11.117,5.333
MNST-2022,Consumer Staples,54.0099983215332,57.43999862670898,1.13,"7,025,041","1,053,558","1,191,624",40.417,11.849,5
MNST-2023,Consumer Staples,59.27999877929688,49.95000076293945,1.56,"8,228,744","1,044,887","1,630,988",42.35,12.526,5.333
MO-2020,Consumer Staples,38.60215759277344,36.59951019287109,2.40,"2,839,000","1,858,419","4,459,000",41.95,16.937,5
MO-2021,Consumer Staples,42.35776138305664,34.44437789916992,1.36,"-1,606,000","1,823,176","2,464,000",42.117,17.236,5
MO-2022,Consumer Staples,39.14157485961914,40.5830078125,3.23,"-3,973,000","1,785,534","5,751,000",42.3,17.976,5
MO-2023,Consumer Staples,41.7549934387207,44.57428359985352,4.61,"-3,540,000","1,763,462","8,113,000",46.321,19.185,5.833
MOS-2020,Materials,29.82562065124512,30.1569652557373,1.76,"9,581,400","379,000","666,100",64.163,27.805,7
MOS-2021,Materials,63.25822830200195,45.02570724487305,4.31,"10,604,100","378,100","1,630,600",65.137,29.69,7
MOS-2022,Materials,44.08904266357422,33.93902206420898,10.57,"12,054,600","339,071","3,582,800",66.425,30.045,7
MOS-2023,Materials,32.00944519042969,28.69173049926757,3.52,"12,290,200","331,300","1,164,900",64.55,30.839,7
MPC-2020,Energy,48.48046875,55.398193359375,-15.28,"22,199,000","649,000","-9,827,000",56.213,26.119,5.333
MPC-2021,Energy,80.64131927490234,78.110595703125,15.34,"26,206,000","634,000","9,736,000",56.5,28.805,5
MPC-2022,Energy,130.4786071777344,113.4986572265625,28.31,"27,715,000","512,000","14,508,000",57.617,28.917,5
MPC-2023,Energy,199.5742034912109,172.6598663330078,23.73,"24,404,000","407,000","9,672,000",60.267,30.644,6.167
MRO-2020,Energy,10.13875865936279,12.9731502532959,-1.84,"10,561,000","789,000","-1,451,000",72.383,29.371,9
MRO-2021,Energy,24.18570518493652,21.72420883178711,1.27,"10,686,000","743,000","946,000",74.079,31.76,8.833
MRO-2022,Energy,23.36524200439453,22.5310173034668,5.71,"11,397,000","633,000","3,612,000",74.4,32.385,9
MRO-2023,Energy,28.08984375,28.55126190185547,2.56,"11,205,000","607,000","1,554,000",73.696,34.084,7.667
MSCI-2020,Financials,405.6001586914063,516.6043701171875,7.19,"-443,234","83,716","601,822",34.4,11.223,5
MSCI-2021,Financials,489.75927734375,402.1658325195313,8.80,"-163,467","82,508","725,983",32.291,13.386,4.273
MSCI-2022,Financials,550.4122314453125,462.6366271972656,10.78,"-1,007,925","80,746","870,573",29.8,16.49,3
MSCI-2023,Financials,557.059814453125,480.1771240234375,14.45,"-739,764","79,462","1,148,592",33.4,17.428,3
MSI-2020,Information Technology,179.7027282714844,208.051773071289,5.58,"-558,000","170,000","949,000",32.417,17.622,3
MSI-2021,Information Technology,234.543472290039,203.6996459960937,7.36,"-40,000","169,200","1,245,000",34.05,19.465,3
MSI-2022,Information Technology,280.9884948730469,288.9837951660156,8.14,"116,000","167,500","1,363,000",34.3,20.263,3
MSI-2023,Information Technology,353.0469665527344,385.0457153320313,10.23,"724,000","167,000","1,709,000",33.55,20.18,3
MTCH-2020,Communication Services,137.3800048828125,161.25,0.73,"-1,414,417","223,433","162,329",34.15,7.75,5
MTCH-2021,Communication Services,108.7399978637695,69.69000244140625,1.01,"-203,769","275,004","277,723",34.079,8.27,4.833
MTCH-2022,Communication Services,38.38999938964844,41.84999847412109,1.28,"-359,875","282,564","361,946",33.233,13.666,3
MTCH-2023,Communication Services,36.27999877929688,30.3799991607666,2.36,"-19,548","275,773","651,539",32.733,13.837,3
NCLH-2020,Consumer Discretionary,27.59000015258789,29.40999984741211,-15.75,"4,354,105","254,729","-4,012,514",39.3,11.722,5
NCLH-2021,Consumer Discretionary,21.8799991607666,11.11999988555908,-12.33,"2,432,650","365,450","-4,506,587",39.3,11.292,5
NCLH-2022,Consumer Discretionary,13.44999980926514,21.77000045776367,-5.41,"68,591","419,773","-2,269,909",39.05,12.255,5
NCLH-2023,Consumer Discretionary,20.93000030517578,18.79000091552734,0.39,"300,807","424,425","166,178",42.3,15.891,5
NDAQ-2020,Financials,46.78007507324219,55.96033096313477,1.89,"6,433,000","493,200","933,000",31,14.787,3
NDAQ-2021,Financials,57.21652984619141,49.13490676879883,2.38,"6,395,000","497,700","1,187,000",31.263,17.142,3
NDAQ-2022,Financials,53.36373519897461,48.84709930419922,2.28,"6,151,000","492,400","1,125,000",32.05,20.098,3
NDAQ-2023,Financials,62.61275482177734,60.01570129394531,2.10,"10,816,000","504,909","1,059,000",36.288,23.318,3
NEE-2020,Utilities,69.517578125,67.72882843017578,1.49,"36,513,000","1,960,000","2,919,000",59.617,29.923,5.5
NEE-2021,Utilities,79.41715240478516,73.02234649658203,1.81,"37,202,000","1,974,033","3,573,000",56.713,28.523,5
NEE-2022,Utilities,73.80535125732422,71.50662231445312,2.09,"39,229,000","1,987,000","4,147,000",54.15,26.781,5
NEE-2023,Utilities,62.92274475097656,70.3542709350586,3.61,"47,468,000","2,026,100","7,310,000",53.7,29.494,5
NEM-2020,Materials,52.90926361083984,56.1834716796875,3.52,"23,008,000","804,000","2,829,000",69.475,45.874,5
NEM-2021,Materials,72.33808898925781,54.71643829345703,1.46,"22,022,000","799,000","1,166,000",66.888,42.963,5
NEM-2022,Materials,46.46583938598633,40.82142639160156,-0.54,"19,354,000","794,000","-429,000",65.312,43.513,5
NEM-2023,Materials,35.34725570678711,41.6201171875,-2.97,"29,027,000","841,000","-2,494,000",65.4,44.702,4.833
NFLX-2020,Communication Services,521.6599731445312,528.2100219726562,6.26,"11,065,240","440,922","2,761,395",23.1,5.112,3
NFLX-2021,Communication Services,374.5899963378906,174.8699951171875,11.55,"15,849,248","443,155","5,116,228",23.1,5.911,3
NFLX-2022,Communication Services,345.4800109863281,440.489990234375,10.10,"20,777,401","444,698","4,491,924",24.067,7.826,3
NFLX-2023,Communication Services,607.3300170898438,674.8800048828125,12.25,"20,588,313","441,571","5,407,990",24.163,7.81,3
NI-2020,Utilities,21.08087730407715,21.63059234619141,-0.19,"5,752,200","384,300","-72,700",71.3,39.205,7
NI-2021,Utilities,28.82059478759766,26.94275283813477,1.35,"6,947,300","393,600","529,800",72.183,40.782,7
NI-2022,Utilities,26.19659614562988,25.86181259155273,1.84,"7,575,400","407,100","749,000",69.55,39.969,5.167
NI-2023,Utilities,26.89336776733398,28.29606628417969,1.59,"8,269,600","416,100","661,700",64.608,38.423,5
NOW-2020,Information Technology,500.1099853515625,549.5499877929688,0.61,"2,834,000","193,096","119,000",30.525,9.768,4.5
NOW-2021,Information Technology,556.8900146484375,475.5199890136719,1.16,"3,695,000","198,000","230,000",30.429,13.559,3
NOW-2022,Information Technology,464.7200012207031,561.969970703125,1.61,"5,032,000","201,000","325,000",30.2,14.363,3
NOW-2023,Information Technology,762.4000244140625,786.6699829101562,8.48,"7,628,000","204,000","1,731,000",34.117,17.482,3
NRG-2020,Utilities,33.18599319458008,35.72816848754883,2.08,"1,680,000","245,000","510,000",65.346,26.438,8.5
NRG-2021,Utilities,34.86188125610352,34.99618530273438,8.93,"3,600,000","245,000","2,187,000",66.95,35.2,7
NRG-2022,Utilities,32.28974151611328,35.61012649536133,5.17,"3,828,000","236,000","1,221,000",66.717,34.982,7
NRG-2023,Utilities,66.44558715820312,77.01016235351562,-1.12,"2,906,000","228,000","-256,000",63.617,31.556,7
NUE-2020,Materials,76.09793090820312,91.41415405273438,2.37,"10,788,665","303,168","717,114",52.3,14.581,7
NUE-2021,Materials,143.4443969726562,101.0895080566406,23.23,"14,016,389","292,491","6,795,150",53.354,16.807,7
NUE-2022,Materials,151.53515625,161.4135589599609,28.88,"18,414,694","262,348","7,576,165",52.012,19.188,7
NUE-2023,Materials,196.6604766845703,157.5282440185547,18.05,"20,940,634","249,773","4,507,855",53.292,21.359,7
NVR-2020,Consumer Discretionary,4710.93017578125,4973.2998046875,244.11,"3,103,074","3,692","901,248",28.4,8.401,4.091
NVR-2021,Consumer Discretionary,4467.27001953125,4004.139892578125,345.37,"3,002,378","3,581","1,236,719",30.537,7.811,5
NVR-2022,Consumer Discretionary,5572.18994140625,6350.6201171875,525.20,"3,506,849","3,286","1,725,575",30.375,9.312,5
NVR-2023,Consumer Discretionary,8099.9599609375,7588.56005859375,491.52,"4,364,725","3,238","1,591,611",30.742,10.277,5
NXPI-2020,Information Technology,189.668685913086,194.3753662109375,0.19,"8,944,000","279,763","52,000",46.862,24.711,4.167
NXPI-2021,Information Technology,176.2728271484375,141.6562194824219,6.91,"6,528,000","270,687","1,871,000",46.987,27.202,3.333
NXPI-2022,Information Technology,181.2086029052734,200.0537567138672,10.64,"7,449,000","261,879","2,787,000",48.288,27.125,4.5
NXPI-2023,Information Technology,245.8231506347656,268.1257934570312,10.83,"8,644,000","258,381","2,797,000",51.25,30.612,4
O-2020,Real Estate,51.73706436157227,54.99797058105469,1.15,"10,985,483","343,901","395,486",27.1,9.005,3
O-2021,Real Estate,60.78053283691406,60.51562118530273,0.87,"25,052,574","591,262","359,456",26.55,11.14,3
O-2022,Real Estate,58.05981063842773,55.46866607666016,1.42,"28,713,149","611,766","869,408",26.267,11.73,3
O-2023,Real Estate,52.30688858032227,51.81066513061523,1.26,"32,941,467","692,298","872,309",26.908,11.433,3
OKE-2020,Energy,40.25728225708008,45.21869277954102,1.42,"6,042,398","431,105","611,709",46.525,20.095,5
OKE-2021,Energy,60.36814880371094,48.18515014648438,3.36,"6,015,163","446,400","1,499,000",45.562,20.38,5
OKE-2022,Energy,57.73117828369141,56.85840606689453,3.85,"6,494,000","447,500","1,721,000",46.229,22.04,5
OKE-2023,Energy,77.15449523925781,79.60135650634766,5.49,"16,484,000","484,300","2,658,000",51.842,26.295,5
OMC-2020,Communication Services,65.54810333251953,71.35704040527344,4.38,"3,084,400","215,600","951,200",26,8.014,3
OMC-2021,Communication Services,77.84371948242188,58.88735580444336,6.57,"3,270,200","214,300","1,395,600",26.496,8.241,3
OMC-2022,Communication Services,89.93087005615234,91.41353607177734,6.40,"3,252,100","205,600","1,299,400",26.817,8.882,3
OMC-2023,Communication Services,95.2917022705078,89.01068115234375,6.98,"3,616,300","199,341","1,303,300",26.65,10.368,3
OXY-2020,Energy,25.86200714111328,30.38980484008789,-17.06,"18,573,000","918,700","-15,675,000",71.125,29.344,8.667
OXY-2021,Energy,55.20186614990234,57.42057037353516,1.62,"20,327,000","935,000","1,512,000",72.5,35.097,7
OXY-2022,Energy,61.24539947509766,57.85182952880859,13.41,"30,085,000","926,200","12,421,000",74.425,31.162,9
OXY-2023,Energy,64.51644134521484,62.79687118530273,4.22,"30,250,000","889,200","3,750,000",78.075,36.03,9
PARA-2020,Communication Services,41.08079147338867,41.28672790527344,3.93,"15,371,000","616,000","2,422,000",25.713,7.511,3
PARA-2021,Communication Services,35.21978759765625,23.15966606140137,7.02,"22,402,000","641,000","4,543,000",24.5,8.268,3
PARA-2022,Communication Services,21.62353324890137,15.60803604125977,1.61,"23,036,000","649,000","1,104,000",24.875,9.322,3
PARA-2023,Communication Services,11.66199588775635,10.33891868591309,-1.02,"22,526,000","652,000","-608,000",24.854,9.764,3
PEG-2020,Utilities,53.32552719116211,53.39328384399414,3.76,"15,984,000","504,000","1,905,000",61.071,31.869,5
PEG-2021,Utilities,64.09996795654297,58.41946411132812,-1.29,"14,438,000","504,000","-648,000",59.546,30.288,5
PEG-2022,Utilities,59.11127090454102,59.84054565429688,2.06,"13,729,000","498,000","1,031,000",57.237,28.629,5
PEG-2023,Utilities,65.6292495727539,73.10596466064453,5.15,"15,477,000","498,000","2,563,000",59.167,32.253,5
PEP-2020,Consumer Staples,128.1223297119141,135.2808380126953,5.16,"13,454,000","1,380,000","7,120,000",43.955,22.785,4.636
PEP-2021,Consumer Staples,156.0387115478516,156.3893737792969,5.51,"16,043,000","1,383,000","7,618,000",41.338,24.132,3
PEP-2022,Consumer Staples,174.4946746826172,178.4877166748047,6.47,"17,149,000","1,377,000","8,910,000",42.083,26.063,3
PEP-2023,Consumer Staples,172.3257598876953,163.6396942138672,6.60,"18,503,000","1,374,000","9,074,000",47.233,28.98,3.667
PFG-2020,Financials,52.9089469909668,56.29923629760742,5.08,"16,558,900","273,300","1,395,800",37.45,15.207,5
PFG-2021,Financials,67.24470520019531,61.79010009765625,5.87,"16,069,400","261,700","1,580,200",37.217,17.398,4.667
PFG-2022,Financials,70.46875,72.5537338256836,18.94,"9,976,700","251,100","4,756,900",36.05,18.94,3
PFG-2023,Financials,84.82478332519531,77.77106475830078,2.58,"10,916,000","236,438","623,200",37.208,21.294,3
PGR-2020,Financials,88.44367980957031,95.28561401367188,9.71,"17,038,600","584,900","5,677,700",37.9,12.786,5
PGR-2021,Financials,112.5829849243164,114.9465637207031,5.69,"18,231,600","584,500","3,324,000",38.442,15.343,5
PGR-2022,Financials,141.7924041748047,131.2971496582031,1.19,"15,891,000","584,400","694,600",38.225,17.246,5
PGR-2023,Financials,205.58984375,207.5127716064453,6.61,"20,277,100","584,900","3,864,800",39.879,19.598,4.5
PHM-2020,Consumer Discretionary,50.50862121582031,52.7113037109375,5.19,"6,569,989","268,553","1,394,385",29.3,7.545,5
PHM-2021,Consumer Discretionary,40.80402374267578,38.71859359741211,7.44,"7,489,515","259,285","1,929,985",30.963,7.745,5
PHM-2022,Consumer Discretionary,57.55478286743164,76.93334197998047,11.07,"8,914,098","235,010","2,601,141",30.35,8.928,5
PHM-2023,Consumer Discretionary,120.1984176635742,109.9075317382812,11.79,"10,383,257","219,958","2,592,871",31.15,10.008,5
PKG-2020,Materials,120.1470260620117,121.8575057983398,4.86,"3,246,300","94,856","457,400",30.125,10.486,3
PKG-2021,Materials,143.4642028808594,127.2112274169922,8.87,"3,607,200","94,825","834,700",30.575,15.571,3
PKG-2022,Materials,132.2467041015625,127.1087493896484,11.08,"3,667,100","92,942","1,021,900",30.475,15.088,3
PKG-2023,Materials,187.2208862304688,181.3272857666016,8.52,"3,997,300","89,625","759,000",31.417,14.192,3
PLD-2020,Real Estate,96.97662353515624,110.0337982177734,2.02,"31,971,547","728,323","1,473,122",24.4,14.452,2
PLD-2021,Real Estate,150.7033843994141,110.3625183105469,3.97,"33,426,873","739,363","2,933,571",24.158,14.29,1.667
PLD-2022,Real Estate,119.4278869628906,118.2366638183594,4.28,"53,237,282","785,675","3,358,796",24.6,16.103,1
PLD-2023,Real Estate,128.1587829589844,111.3498306274414,3.30,"53,181,724","924,351","3,053,373",25.417,15.932,2.167
PM-2020,Consumer Staples,73.751953125,83.47660827636719,5.16,"-12,567,000","1,557,000","8,036,000",44.15,16.574,5
PM-2021,Consumer Staples,82.17523193359375,87.54258728027344,5.83,"-10,106,000","1,558,000","9,083,000",43.625,20.012,5
PM-2022,Consumer Staples,89.6791763305664,91.2310562133789,5.82,"-8,957,000","1,550,000","9,024,000",43.096,19.639,5
PM-2023,Consumer Staples,89.20516204833984,100.0283279418945,5.02,"-11,225,000","1,552,000","7,791,000",46.788,20.261,5
PNW-2020,Utilities,68.5529556274414,69.83130645751953,4.89,"5,633,503","112,666","550,559",66.683,38.468,5
PNW-2021,Utilities,68.74537658691406,65.14353942871094,5.48,"5,906,200","112,910","618,720",64.85,37.378,5
PNW-2022,Utilities,73.1705551147461,76.11006164550781,4.27,"6,048,647","113,196","483,602",62.767,34.722,5.833
PNW-2023,Utilities,72.17940521240234,74.70664978027344,4.42,"6,177,664","113,442","501,557",62.65,31.792,7
PSA-2020,Real Estate,211.1956634521484,259.48828125,6.29,"8,558,867","174,494","1,098,335",24.9,7.199,3
PSA-2021,Real Estate,343.1517028808594,276.4490356445312,9.91,"9,335,177","174,858","1,732,444",24.867,11.05,3
PSA-2022,Real Estate,283.4031982421875,276.6453552246094,23.64,"10,073,402","175,257","4,142,288",25.017,12.58,3
PSA-2023,Real Estate,283.9408264160156,284.5078735351562,11.11,"10,013,178","175,472","1,948,741",26.1,13.007,3
PSX-2020,Energy,70.78878784179688,75.35164642333984,-9.06,"18,984,000","439,530","-3,983,000",54.463,24.239,5.833
PSX-2021,Energy,78.55117797851562,75.34681701660156,2.97,"19,166,000","440,028","1,306,000",54.762,22.66,6.833
PSX-2022,Energy,95.99444580078124,91.22612762451172,23.36,"29,494,000","471,497","11,014,000",54.75,25.444,5
PSX-2023,Energy,160.8895874023438,140.0569000244141,15.56,"30,583,000","450,136","7,004,000",58.738,24.555,6.5
PWR-2020,Industrials,87.35478210449219,89.92636108398438,3.15,"4,344,181","141,380","445,596",50.604,13.312,7
PWR-2021,Industrials,130.9170532226562,124.7561950683594,3.45,"5,112,301","140,824","485,956",51.854,15.725,7
PWR-2022,Industrials,166.2327728271484,195.9699401855469,3.42,"5,383,464","143,488","491,189",52.062,16.9,7
PWR-2023,Industrials,259.619140625,253.9131317138672,5.13,"6,272,241","145,222","744,689",59.15,22.153,7
RCL-2020,Consumer Discretionary,85.61000061035156,85.27999877929688,-27.05,"8,760,669","214,335","-5,797,462",41.317,18.954,5
RCL-2021,Consumer Discretionary,83.77999877929688,34.90999984741211,-20.89,"5,085,556","251,812","-5,260,000",40.183,18.424,5
RCL-2022,Consumer Discretionary,65.30000305175781,103.7399978637695,-8.45,"2,869,000","255,011","-2,156,000",39.35,18.133,5
RCL-2023,Consumer Discretionary,139.0099945068359,159.4299926757812,6.63,"4,724,000","256,000","1,697,000",41.667,21.084,5
REG-2020,Real Estate,49.21536636352539,56.16934204101562,0.27,"5,984,912","169,231","44,889",26.85,16.282,3
REG-2021,Real Estate,64.20819854736328,53.88468170166016,2.12,"6,037,371","170,236","361,411",26.792,15.218,3
REG-2022,Real Estate,57.36014175415039,58.56043243408203,2.82,"6,096,985","171,404","482,865",26.5,15.568,3
REG-2023,Real Estate,59.24271774291992,61.51231002807617,2.04,"7,032,687","176,085","359,500",27.875,16.217,3
RF-2020,Financials,17.99929618835449,17.71190643310547,1.03,"18,111,000","959,000","991,000",39.012,19.498,3
RF-2021,Financials,19.98957252502441,16.9660530090332,2.51,"18,326,000","956,000","2,400,000",39.158,19.761,3
RF-2022,Financials,17.24464797973633,16.71068572998047,2.29,"15,947,000","935,000","2,146,000",38.871,22.515,3
RF-2023,Financials,20.51049041748047,19.79144287109375,2.11,"17,429,000","936,000","1,976,000",39.6,23.158,3
ROP-2020,Information Technology,394.9286193847656,461.00732421875,9.08,"10,479,800","104,600","949,700",33.083,8.288,5.667
ROP-2021,Information Technology,464.7833862304688,388.9381408691406,10.95,"11,563,800","105,300","1,152,600",28,7.44,5
ROP-2022,Information Technology,436.2561950683594,476.7095642089844,42.92,"16,037,800","105,900","4,544,700",32.45,9.614,5
ROP-2023,Information Technology,558.5191650390625,562.1334228515625,12.98,"17,444,800","106,600","1,384,200",32.725,11.002,5
SBAC-2020,Real Estate,266.4637756347656,306.7027282714844,0.22,"-4,824,382","111,532","24,104",23.75,6.36,3
SBAC-2021,Real Estate,332.9096374511719,310.3199462890625,2.17,"-5,283,404","109,328","237,624",24.25,9.079,3
SBAC-2022,Real Estate,254.8403930664062,226.999038696289,4.27,"-5,276,315","107,957","461,429",24.438,11.632,3
SBAC-2023,Real Estate,214.6705322265625,195.3302307128907,4.64,"-5,170,882","108,204","501,812",24.742,13.353,3
SCHW-2020,Financials,62.0225944519043,69.5075912475586,2.13,"56,060,000","1,429,000","3,043,000",40.3,14.102,5
SCHW-2021,Financials,81.07144165039062,60.88191604614258,2.84,"56,261,000","1,887,000","5,360,000",39.938,15.003,5
SCHW-2022,Financials,50.93072891235352,55.283203125,3.52,"36,608,000","1,885,000","6,635,000",39.408,15.687,5
SCHW-2023,Financials,71.52857208251953,73.15637969970703,2.55,"40,958,000","1,824,000","4,649,000",40.8,17.625,5
SHW-2020,Materials,238.3067016601562,264.574462890625,7.48,"3,610,800","271,278","2,030,400",51.7,21.785,5.333
SHW-2021,Materials,243.7261047363281,219.1309051513672,7.10,"2,437,200","262,500","1,864,400",51.7,22.287,5
SHW-2022,Materials,221.5613861083984,262.4414978027344,7.83,"3,102,100","258,000","2,020,100",52.933,24.094,5
SHW-2023,Materials,345.7721862792969,297.7555236816406,9.35,"3,715,800","255,400","2,388,800",51.008,21.97,5
SLB-2020,Energy,25.52323150634766,30.1887264251709,-7.57,"12,071,000","1,390,000","-10,518,000",46.668,22.103,5
SLB-2021,Energy,39.45564651489258,34.26112747192383,1.34,"15,004,000","1,400,000","1,881,000",48.767,24.551,5
SLB-2022,Energy,47.59349822998047,47.83816146850586,2.43,"17,685,000","1,416,000","3,441,000",49.1,25.936,5
SLB-2023,Energy,54.15428924560547,46.88111877441406,2.95,"20,189,000","1,425,000","4,203,000",47.025,25.895,5
SPG-2020,Real Estate,93.86322021484376,107.6494216918945,3.59,"3,039,472","308,738","1,109,227",25.65,10.463,3
SPG-2021,Real Estate,113.3891906738281,82.85027313232422,6.84,"3,361,452","328,587","2,246,294",25.65,10.882,3
SPG-2022,Real Estate,102.4917831420898,107.2852249145508,6.52,"3,138,524","327,817","2,136,198",25.913,11.651,3
SPG-2023,Real Estate,152.4774322509766,149.8257446289062,6.98,"3,022,834","326,808","2,279,789",26.375,12.738,3
SRE-2020,Utilities,59.21684265136719,59.67902755737305,6.46,"23,393,000","582,154","3,764,000",64.187,34.315,5.167
SRE-2021,Utilities,77.66931915283203,69.92507934570312,2.02,"26,001,000","623,510","1,254,000",63.708,33.913,6.333
SRE-2022,Utilities,71.90904998779297,69.82259368896484,3.33,"27,135,000","630,318","2,094,000",54.4,29.697,5
SRE-2023,Utilities,70.6235122680664,75.4404067993164,4.81,"28,695,000","630,296","3,030,000",55.279,31.308,5
STLD-2020,Materials,47.92302703857422,56.56475830078125,2.61,"4,345,164","211,140","550,822",52.925,18.595,7
STLD-2021,Materials,80.20401763916016,63.85012817382812,15.67,"6,304,641","205,115","3,214,066",56.233,21.342,7
STLD-2022,Materials,110.5749740600586,106.9472503662109,21.06,"8,130,357","183,393","3,862,674",55.325,22.015,7
STLD-2023,Materials,147.2156677246094,129.0236358642578,14.72,"8,866,666","166,552","2,450,882",54.592,21.751,7
SWK-2020,Industrials,180.2853240966797,185.7906951904297,7.85,"11,059,600","154,176","1,233,800",47.875,16.992,6.5
SWK-2021,Industrials,128.1874542236328,96.6288604736328,10.55,"11,590,500","158,760","1,689,200",47.95,21.465,5
SWK-2022,Industrials,76.2163314819336,89.4554214477539,7.13,"9,712,100","148,170","1,062,500",47.95,22.079,5
SWK-2023,Industrials,96.14583587646484,79.14611053466797,-2.07,"9,056,100","149,751","-310,500",48.1,22.776,5
T-2020,Communication Services,17.28549194335938,16.82184600830078,-0.75,"161,673,000","7,157,000","-5,369,000",38.271,19.18,3
T-2021,Communication Services,14.84472179412842,17.9057674407959,2.77,"166,332,000","7,168,000","19,874,000",38.567,18.947,3.333
T-2022,Communication Services,17.20447540283203,14.46098041534424,-1.13,"97,500,000","7,166,000","-8,064,000",40.15,18.057,5
T-2023,Communication Services,16.78646469116211,18.52399444580078,1.97,"103,297,000","7,181,000","14,192,000",43.142,19.85,5
TAP-2020,Consumer Staples,46.89361572265625,49.22224426269531,-4.38,"12,365,000","216,800","-949,000",38.925,20.458,3
TAP-2021,Consumer Staples,49.67739105224609,51.10893630981445,4.63,"13,417,100","217,100","1,005,700",39.367,20.622,3
TAP-2022,Consumer Staples,49.49716186523438,63.55023193359375,-0.81,"12,689,700","216,900","-175,300",40.638,19.906,4.5
TAP-2023,Consumer Staples,66.22364044189453,50.40690231323242,4.39,"13,196,000","216,000","948,900",41.417,19.781,5
TDY-2020,Information Technology,413.6499938964844,418.8299865722656,10.88,"3,228,600","36,952","401,900",51.65,14.137,7
TDY-2021,Information Technology,472.6300048828125,375.1099853515625,9.54,"7,622,000","46,692","445,300",51.65,13.428,7
TDY-2022,Information Technology,447.3599853515625,411.1099853515625,16.82,"8,169,200","46,913","788,600",51.65,14.124,7
TDY-2023,Information Technology,429.3200073242188,387.9800109863281,18.71,"9,221,200","47,332","885,700",52.225,16.584,7
TFC-2020,Financials,48.96134185791016,46.98754501342773,3.11,"70,807,000","1,347,080","4,184,000",38.25,14.14,5
TFC-2021,Financials,49.13057708740234,41.40151977539063,4.51,"69,271,000","1,337,144","6,033,000",38.329,15.031,4.833
TFC-2022,Financials,30.74366188049316,27.65469360351562,4.46,"60,514,000","1,328,120","5,927,000",39.2,21.141,3
TFC-2023,Financials,37.44137573242188,37.8632698059082,-1.09,"59,101,000","1,331,963","-1,452,000",40.133,21.798,3
TMUS-2020,Communication Services,123.7772979736328,143.0813751220703,2.68,"65,344,000","1,144,206","3,064,000",38.3,11.643,5
TMUS-2021,Communication Services,126.8003616333008,132.9156036376953,2.42,"69,102,000","1,247,155","3,024,000",38.717,13.29,5
TMUS-2022,Communication Services,143.0912475585938,137.2229614257812,2.07,"69,656,000","1,249,764","2,590,000",42,17.316,5
TMUS-2023,Communication Services,161.9532623291016,175.5091247558594,7.02,"64,715,000","1,185,122","8,317,000",45.417,20.383,5
TRGP-2020,Energy,29.50805282592773,41.45907974243164,-7.26,"2,653,900","232,200","-1,684,800",48.1,11.756,7
TRGP-2021,Energy,70.89067840576172,56.39120483398438,-0.07,"2,011,800","228,600","-16,100",48.183,14.504,7
TRGP-2022,Energy,69.99061584472656,73.35356140136719,3.95,"2,665,700","227,300","896,800",52.242,18.35,7
TRGP-2023,Energy,110.0093841552734,127.2380905151367,3.69,"2,739,700","224,600","835,800",54.963,21.552,7
TSCO-2020,Consumer Discretionary,167.2817230224609,176.2981719970703,6.44,"1,923,840","116,370","748,958",25.55,9.721,3
TSCO-2021,Consumer Discretionary,222.8516998291016,185.9082336425781,8.69,"2,002,665","114,794","997,114",25.812,10.903,3
TSCO-2022,Consumer Discretionary,228.5886840820312,215.9860992431641,9.78,"2,042,416","111,336","1,088,712",26.062,12.25,3
TSCO-2023,Consumer Discretionary,259.5072937011719,268.9514770507812,10.15,"2,149,762","109,096","1,107,226",28.358,12.493,3
TSLA-2020,Consumer Discretionary,222.6433258056641,226.5666656494141,0.25,"22,225,000","2,880,000","690,000",41.5,10.322,7
TSLA-2021,Consumer Discretionary,359.2000122070312,224.4733276367188,1.87,"30,189,000","2,959,000","5,524,000",41.2,10.667,6.5
TSLA-2022,Consumer Discretionary,207.4600067138672,261.7699890136719,4.02,"44,704,000","3,130,000","12,583,000",40.217,11.642,5
TSLA-2023,Consumer Discretionary,175.7899932861328,197.8800048828125,4.73,"62,634,000","3,173,500","14,999,000",41.288,14.302,5
TYL-2020,Information Technology,424.5299987792969,452.3699951171875,4.87,"1,986,111","40,035","194,820",28.05,8.051,4.167
TYL-2021,Information Technology,444.8900146484375,332.4800109863281,3.95,"2,324,032","40,848","161,458",28.508,8.904,3.333
TYL-2022,Information Technology,354.6400146484375,416.4700012207031,3.95,"2,624,389","41,544","164,240",31.938,12.132,3.333
TYL-2023,Information Technology,425.010009765625,502.7799987792969,3.95,"2,937,995","42,024","165,919",33.05,13.354,3
UBER-2020,Industrials,54.5099983215332,50.11999893188477,-3.86,"12,266,000","1,752,960","-6,768,000",42.7,8.99,6.667
