,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
176,CPT,2020,9,Real Estate,98.20367431640624,119.4302520751953,1.24,3444905,99385,123650,26.2,7.95,3.0,34.66222266941691,-2.045496451453232
177,CPT,2021,9,Real Estate,152.1175842285156,123.7642822265625,2.97,4197490,101999,303362,25.9,9.5,3.0,41.152266198688224,-1.9511207504646801
178,CPT,2022,9,Real Estate,98.72320556640624,103.526725769043,6.07,4986620,107605,652623,27.3,11.437,3.0,46.34189861065936,-1.7401456100029207
179,CPT,2023,9,Real Estate,96.43385314941406,108.0859146118164,3.71,4980757,108653,402663,27.937,11.907,3.0,45.84095238971773,-1.6733702259065775
180,CSGP,2020,9,Real Estate,82.18900299072266,82.81999969482422,0.6,5375359,380730,227128,34.65,8.347,5.0,14.118559083865206,-0.8688942395209082
181,CSGP,2021,9,Real Estate,66.61000061035156,60.40999984741211,0.75,5711672,392210,292600,34.65,7.915,5.0,14.562790341908672,-0.8995804385546474
182,CSGP,2022,9,Real Estate,68.8499984741211,89.0,0.93,6870000,396284,369500,36.083,9.355,5.0,17.336051922358713,-0.7221788566472676
183,CSGP,2023,9,Real Estate,96.5999984741211,74.13999938964844,0.92,7338600,405300,374700,36.4,12.878,5.0,18.10658771280533,-0.455313720398728
184,CTSH,2020,7,Information Technology,74.0518569946289,65.86093139648438,2.58,10836000,540000,1392000,36.3,15.215,4.5,20.066666666666666,-0.47092026574131784
185,CTSH,2021,7,Information Technology,86.08234405517578,64.98596954345703,4.06,11991000,527000,2137000,32.213,13.64,3.5,22.753320683111955,-1.1497645021688947
186,CTSH,2022,7,Information Technology,59.39743804931641,63.91412734985352,4.42,12309000,518000,2290000,30.85,14.969,3.0,23.76254826254826,-1.3031754584345765
187,CTSH,2023,7,Information Technology,72.69676208496094,67.7099380493164,4.21,13227000,505000,2126000,30.85,16.298,3.0,26.19207920792079,-1.2087727766849476
188,CTVA,2020,8,Materials,44.81769180297852,42.75799560546875,0.91,24824000,748700,681000,61.1,12.545,9.0,33.156137304661414,2.226693021163267
189,CTVA,2021,8,Materials,55.91080856323242,52.80459213256836,2.39,25384000,735900,1759000,61.821,16.778,9.0,34.493817094713954,2.565168156539769
190,CTVA,2022,8,Materials,59.2566032409668,56.43547439575195,1.59,25302000,720800,1147000,62.354,22.637,8.5,35.10266370699223,2.832919638909192
191,CTVA,2023,8,Materials,57.33525848388672,53.7846908569336,1.04,25037000,709000,735000,58.0,21.191,7.0,35.31311706629055,1.9728745647955512
192,CVS,2020,5,Health Care,67.45856475830078,75.32091522216797,5.48,69389000,1309000,7179000,34.85,14.268,5.0,53.00916730328495,-0.43782513088912073
193,CVS,2021,5,Health Care,93.05582427978516,85.6500473022461,6.0,75075000,1319000,8001000,35.35,13.959,5.0,56.91811978771797,-0.43356554611139647
194,CVS,2022,5,Health Care,69.8650131225586,65.44375610351562,3.29,71469000,1312000,4311000,36.5,13.852,5.0,54.47332317073171,-0.3808859586303422
195,CVS,2023,5,Health Care,77.41065216064453,57.84100723266602,6.49,76461000,1285000,8344000,36.5,14.52,5.0,59.50272373540856,-0.33343600271706003
196,DAL,2020,6,Industrials,47.67296981811523,42.71608352661133,-19.49,1534000,636000,-12385000,47.583,23.348,5.0,2.411949685534591,0.8745851108605354
197,DAL,2021,6,Industrials,39.07248306274414,28.60575675964355,0.44,3887000,636000,280000,48.05,22.978,5.0,6.111635220125786,0.8727819137740592
198,DAL,2022,6,Industrials,34.4809455871582,46.94227600097656,2.07,6582000,638000,1318000,49.85,22.363,5.0,10.316614420062695,0.9234481675835475
199,DAL,2023,6,Industrials,47.49997329711914,47.18532180786133,7.21,11105000,639000,4609000,52.183,22.26,6.0,17.378716744913927,1.3911589877460175
200,DAY,2020,6,Industrials,84.2699966430664,95.91999816894533,-0.03,2098200,146774,-4000,22.2,6.58,3.0,14.29544742256803,-2.352481409044534
201,DAY,2021,6,Industrials,68.36000061035156,47.08000183105469,-0.5,2227500,150402,-75400,31.458,10.932,4.833,14.810308373558863,-0.9114979938656879
202,DAY,2022,6,Industrials,73.22000122070312,66.97000122070312,-0.48,2109400,152940,-73400,31.588,12.527,3.5,13.792336864129725,-1.261585010690434
203,DAY,2023,6,Industrials,66.20999908447266,49.59999847412109,0.35,2398200,155300,54800,32.7,14.013,3.0,15.442369607211848,-1.2741105385555624
204,DHR,2020,5,Health Care,196.8545379638672,234.9319610595703,4.97,39766000,706200,3510000,46.35,13.63,7.0,56.309827244406684,0.8251313828141167
205,DHR,2021,5,Health Care,257.3372497558594,222.6066436767578,8.77,45167000,714600,6269000,34.088,12.597,4.0,63.20598936467954,-0.9492003948012188
206,DHR,2022,5,Health Care,221.9545135498047,211.582534790039,9.8,50082000,725100,7103000,29.95,15.208,3.0,69.06909391808027,-1.3333743368064759
207,DHR,2023,5,Health Care,249.1810913085937,249.582046508789,6.44,53486000,736500,4743000,30.008,18.178,3.0,72.62186014935506,-1.119366504489919
208,DLR,2020,9,Real Estate,123.8510665893555,133.4587097167969,1.01,17717697,260099,263342,27.1,12.796,3.0,68.11905082295587,-1.6540954386216922
209,DLR,2021,9,Real Estate,128.5099029541016,118.729362487793,5.95,18004568,282475,1681498,27.392,13.857,3.0,63.73862465704929,-1.5634236607697651
210,DLR,2022,9,Real Estate,92.72447967529295,108.6517791748047,1.18,17583334,286334,336960,27.45,14.532,3.0,61.40847401985094,-1.5124362608199482
211,DLR,2023,9,Real Estate,141.6556091308594,150.8113555908203,3.04,19117534,298603,908114,27.0,14.405,3.0,64.02324825939458,-1.5450453020008443
212,DOC,2020,9,Real Estate,26.45598602294922,28.02607345581055,0.77,6733723,530555,411147,25.4,14.929,3.0,12.691847216593944,-1.5916920503980854
213,DOC,2021,9,Real Estate,29.65793991088867,22.58671188354492,0.93,6515470,538930,502271,25.4,14.672,3.0,12.089640584120387,-1.6099474975084354
214,DOC,2022,9,Real Estate,19.80221366882324,18.31855010986328,0.92,6654701,538809,497792,25.55,15.543,1.5,12.350760659157512,-2.0693210769489303
215,DOC,2023,9,Real Estate,17.88823699951172,19.02456283569336,0.56,6350446,547006,304284,27.25,16.221,1.667,11.609463150312793,-1.8731439571206074
216,DOW,2020,8,Materials,53.88549423217773,53.92191696166992,1.64,12435000,740500,1216000,47.05,17.623,6.333,16.792707629979745,0.9101821370222771
217,DOW,2021,8,Materials,56.12439727783203,46.00638198852539,8.44,18165000,743600,6279000,46.775,22.528,5.0,24.42845615922539,0.7739848334848027
218,DOW,2022,8,Materials,50.73861312866211,49.899169921875,6.32,20718000,721000,4558000,49.35,24.53,5.0,28.73509015256588,1.0511676517981565
219,DOW,2023,8,Materials,56.51155471801758,52.40293502807617,0.82,18607000,705700,578000,44.825,22.213,5.0,26.36672807141845,0.6493953900017073
220,DTE,2020,10,Utilities,101.0783233642578,99.2460708618164,7.09,12425000,193000,1366000,69.6,38.645,7.0,64.37823834196891,3.8207250371201438
221,DTE,2021,10,Utilities,121.6724700927734,117.4611740112305,4.68,8705000,193000,905000,67.833,38.464,6.333,45.10362694300518,3.4799706714913494
222,DTE,2022,10,Utilities,103.799919128418,105.1724548339844,5.53,10397000,195000,1080000,64.921,39.093,5.167,53.31794871794872,2.9607190393449643
223,DTE,2023,10,Utilities,110.083869934082,110.0002822875977,6.77,11050000,206000,1394000,71.283,41.382,5.667,53.640776699029125,3.633161905346393
224,DUK,2020,10,Utilities,83.77860260009766,86.5708999633789,1.72,47964000,737000,1270000,71.05,37.772,7.0,65.08005427408412,3.8347186922294307
225,DUK,2021,10,Utilities,100.7515640258789,97.70342254638672,4.94,49296000,769000,3802000,65.713,35.678,5.667,64.1040312093628,2.9360250504264096
226,DUK,2022,10,Utilities,90.4564971923828,85.00670623779297,3.33,49322000,770000,2444000,62.9,35.408,5.0,64.05454545454545,2.53412007329682
227,DUK,2023,10,Utilities,94.67635345458984,99.23594665527344,3.54,49112000,771000,2735000,63.067,35.705,5.0,63.69909208819715,2.5639705546368776
228,EBAY,2020,2,Consumer Discretionary,57.48283386230469,66.1113510131836,7.98,3561000,710000,5667000,35.825,14.692,5.0,5.015492957746479,-0.35660014978995347
229,EBAY,2021,2,Consumer Discretionary,54.34538650512695,39.71282196044922,20.87,9778000,652000,13608000,36.467,18.941,3.333,14.996932515337424,-0.609142415228654
230,EBAY,2022,2,Consumer Discretionary,42.90436172485352,43.45926666259766,-2.27,5153000,558000,-1269000,36.983,19.92,3.0,9.234767025089607,-0.6300153108183039
231,EBAY,2023,2,Consumer Discretionary,52.23367309570312,53.44812774658203,5.22,6396000,530000,2767000,37.738,20.263,3.0,12.067924528301887,-0.5660758380916134
232,ECL,2020,8,Materials,205.7684173583984,198.4261016845703,-4.2,6166500,287000,-1205100,51.864,22.606,6.455,21.486062717770036,1.5595106184103813
233,ECL,2021,8,Materials,171.2142028808594,149.5847778320312,3.95,7224200,286300,1129900,53.05,27.806,5.0,25.23297240656654,1.4778160114335916
234,ECL,2022,8,Materials,162.7243347167969,184.1571044921875,3.83,7236100,285200,1091700,54.483,30.532,5.0,25.37201963534362,1.746565861760853
235,ECL,2023,8,Materials,229.7796020507812,237.4421844482422,4.82,8044700,285000,1372300,53.05,33.193,3.167,28.22701754385965,1.2139027479388635
236,ED,2020,10,Utilities,65.7750015258789,63.76203155517578,3.29,18847000,334800,1101000,51.225,24.222,5.0,56.29330943847073,1.1275723072793307
237,ED,2021,10,Utilities,86.71478271484375,87.93623352050781,3.86,20037000,348400,1346000,49.175,24.35,5.0,57.511481056257175,1.0292086761732395
238,ED,2022,10,Utilities,90.7153091430664,86.47301483154297,4.68,20687000,354500,1660000,45.3,22.11,5.0,58.35543018335684,0.6669773085634133
239,ED,2023,10,Utilities,89.20259857177734,88.65987396240234,7.25,21158000,347700,2519000,49.746,26.14,5.0,60.85130859936727,1.1862878923899136
240,EG,2020,4,Financials,230.0782928466797,235.4032287597656,12.81,9726176,40000,508000,38.567,11.606,4.778,243.1544,-0.5103865078606243
241,EG,2021,4,Financials,286.4829406738281,267.9527587890625,34.66,10140000,39300,1361000,37.5,19.322,3.0,258.01526717557255,-0.6453931277361514
242,EG,2022,4,Financials,348.1980895996094,334.0180358886719,15.19,8441000,38800,589000,38.708,20.493,3.0,217.55154639175257,-0.4988933208206862
243,EG,2023,4,Financials,393.6919860839844,379.0582885742188,60.19,13202000,41818,2488000,38.9,20.781,3.0,315.70137261466357,-0.4683716982422799
244,EIX,2020,10,Utilities,50.20915603637695,50.09049606323242,1.98,14048000,373000,739000,59.017,28.816,5.5,37.66219839142091,2.038702933677565
245,EIX,2021,10,Utilities,62.79589462280273,57.22515869140625,2.0,15888000,380000,759000,57.267,28.879,5.0,41.810526315789474,1.7750788007966625
246,EIX,2022,10,Utilities,66.08711242675781,65.71464538574219,1.61,15621000,381000,612000,56.338,28.839,5.0,41.0,1.7235416452356729
247,EIX,2023,10,Utilities,69.16812896728516,71.0363540649414,3.12,15501000,383000,1197000,57.046,29.491,5.0,40.472584856396864,1.8069666525587467
248,ENPH,2020,7,Information Technology,162.1600036621094,183.6300048828125,1.07,483993,125561,133995,34.114,6.956,6.0,3.85464435612969,-0.6430595095506035
249,ENPH,2021,7,Information Technology,201.7799987792969,195.2400054931641,1.09,430168,134025,145449,40.983,11.367,5.0,3.209610147360567,-0.3224150638583154
250,ENPH,2022,7,Information Technology,210.2799987792969,167.4799957275391,2.94,825573,135349,397362,43.15,14.068,5.0,6.099586993623891,-0.01696660340085207
251,ENPH,2023,7,Information Technology,120.9800033569336,99.70999908447266,3.22,983624,136376,438936,38.871,16.371,5.0,7.212588725288907,-0.07767231383254639
252,EPAM,2020,7,Information Technology,396.6900024414063,510.9599914550781,5.87,1983018,55727,327160,29.7,11.299,3.0,35.584510201518114,-1.62414618885645
253,EPAM,2021,7,Information Technology,296.6099853515625,294.7799987792969,8.52,2487117,56511,481652,29.7,11.2,3.0,44.011201359027446,-1.6311784428016822
254,EPAM,2022,7,Information Technology,299.0,224.75,7.32,3001532,57291,419416,34.783,11.582,4.5,52.39098636784137,-0.8084999959590169
255,EPAM,2023,7,Information Technology,276.1600036621094,188.1100006103516,7.21,3470891,57829,417083,38.167,11.227,5.0,60.019903508620246,-0.4799672948837547
256,EQR,2020,9,Real Estate,62.8884162902832,68.17317962646484,2.45,10525651,371791,910546,26.75,11.569,3.0,28.31066647659572,-1.7595988865434047
257,EQR,2021,9,Real Estate,81.36146545410156,65.81304168701172,3.56,10954948,373833,1329760,25.946,13.768,3.0,29.304389928122987,-1.6455412650953818
258,EQR,2022,9,Real Estate,56.24427795410156,62.58880996704102,2.06,11173439,376209,773821,25.4,14.318,3.0,29.700084261673698,-1.6350931328277496
259,EQR,2023,9,Real Estate,61.8307991027832,68.66499328613281,2.2,11085828,378773,832348,26.442,14.657,3.0,29.267735556652664,-1.556393974221786
260,ES,2020,10,Utilities,76.67485046386719,71.58674621582031,3.56,14063566,338836,1205167,57.775,34.795,5.0,41.505524796656786,2.2219373295628917
261,ES,2021,10,Utilities,80.33283233642578,77.55941009521484,3.55,14599844,343973,1220527,51.596,29.969,4.833,42.444738395164734,1.496337970560249
262,ES,2022,10,Utilities,73.44452667236328,67.15769958496094,4.05,15473158,346783,1404875,43.8,24.803,3.0,44.61913646286006,0.07416815949532084
263,ES,2023,10,Utilities,58.34521102905273,56.04419326782227,-1.27,14173892,349581,-442240,46.154,27.42,3.0,40.54537288925886,0.38345192817516066
264,ESS,2020,9,Real Estate,240.6640014648437,267.6092529296875,8.69,6000410,65454,568870,25.9,9.979,3.0,91.67369450300974,-1.917096006628659
265,ESS,2021,9,Real Estate,314.1942138671875,239.3041076660156,7.51,5993603,65051,488554,25.883,11.788,3.0,92.13698482728935,-1.7894886453699297
266,ESS,2022,9,Real Estate,196.7602386474609,222.9516906738281,6.27,5716372,65080,408315,25.95,12.592,3.0,87.83607867240319,-1.728866248092313
267,ESS,2023,9,Real Estate,240.1156921386719,269.7605895996094,6.32,5422746,64252,405825,26.233,13.673,3.0,84.39808877544668,-1.6372455702162712
268,ETN,2020,6,Industrials,129.0735931396484,139.0652618408203,3.51,14930000,402200,1410000,38.1,21.008,3.0,37.12083540527101,-0.49418122282557836
269,ETN,2021,6,Industrials,144.4659271240234,120.5895462036133,5.38,16413000,398700,2144000,38.838,21.692,3.0,41.16629044394281,-0.4069106392603662
270,ETN,2022,6,Industrials,166.6975555419922,196.6166229248047,6.17,17038000,398700,2462000,39.562,21.904,3.0,42.73388512666165,-0.35390141420310833
271,ETN,2023,6,Industrials,309.7322387695312,311.5666198730469,8.06,19036000,399100,3218000,39.888,21.78,3.0,47.697318967677276,-0.3456213906994538
272,ETSY,2020,2,Consumer Discretionary,201.6699981689453,205.8399963378907,2.88,742424,121252,349246,28.678,6.527,5.0,6.122983538415861,-1.3112112623987136
273,ETSY,2021,2,Consumer Discretionary,124.2799987792969,73.20999908447266,3.88,628619,127225,493507,29.329,9.137,5.0,4.941002161524858,-1.0916916957474778
274,ETSY,2022,2,Consumer Discretionary,111.3300018310547,84.61000061035156,-5.48,-547274,126779,-694288,34.6,12.258,5.0,-4.316755929609793,-0.5937055663532815
275,ETSY,2023,2,Consumer Discretionary,68.72000122070312,58.97999954223633,2.51,-543715,122503,307568,36.342,14.64,5.0,-4.438381100870999,-0.3331940207068248
276,EW,2020,5,Health Care,83.63999938964844,103.5699996948242,1.32,4574300,622600,823400,43.512,23.737,3.167,7.34709283649213,0.04225800295919643
277,EW,2021,5,Health Care,117.7200012207031,95.08999633789062,2.41,5835900,623300,1503100,43.437,24.48,3.0,9.362907107331942,0.0321969970996265
278,EW,2022,5,Health Care,82.7300033569336,94.33000183105467,2.46,5806700,619000,1521900,42.804,23.448,3.0,9.380775444264943,-0.07428918895958292
279,EW,2023,5,Health Care,95.55999755859376,92.37000274658205,2.31,6650000,606700,1402400,43.037,22.76,3.5,10.960936212296028,0.065422081049658
280,EXC,2020,10,Utilities,27.63890647888184,28.27134323120117,2.01,32585000,976000,1963000,61.225,36.272,5.0,33.38627049180328,2.5076931889103675
281,EXC,2021,10,Utilities,43.63804626464844,41.86703872680664,1.74,34393000,979000,1706000,60.038,35.397,5.0,35.130745658835544,2.3833198780857674
282,EXC,2022,10,Utilities,39.60772323608398,38.85469818115234,2.18,24744000,994000,2170000,58.733,34.335,5.0,24.893360160965795,2.2394781580368517
283,EXC,2023,10,Utilities,36.80314254760742,34.26688003540039,2.34,25755000,996000,2328000,58.292,35.043,5.0,25.85843373493976,2.2666533190861173
284,EXPE,2020,2,Consumer Discretionary,172.1199951171875,163.7100067138672,-19.0,2532000,141414,-2687000,29.5,6.086,5.0,17.90487504773219,-1.2994495869906522
285,EXPE,2021,2,Consumer Discretionary,195.6699981689453,94.83000183105467,-1.8,2057000,149734,-269000,31.95,7.723,5.0,13.737694845526066,-1.0547459508038395
286,EXPE,2022,2,Consumer Discretionary,97.02999877929688,109.3899993896484,2.24,2283000,156672,352000,36.85,11.342,5.0,14.571844362745098,-0.5408323389241018
287,EXPE,2023,2,Consumer Discretionary,137.75,125.9899978637695,5.5,1534000,144967,797000,40.392,13.221,5.0,10.581718598025757,-0.2216988582371874
288,EXR,2020,9,Real Estate,116.7941207885742,145.4717864990234,3.71,2547779,129542,481073,25.65,10.428,3.0,19.66759043399052,-1.8983066193521592
289,EXR,2021,9,Real Estate,186.0572509765625,155.1338653564453,6.2,3116496,133375,826466,25.742,11.853,3.0,23.366417994376757,-1.792262373911991
290,EXR,2022,9,Real Estate,152.5968017578125,140.8577880859375,6.41,3259597,134051,859487,26.2,12.213,3.0,24.316096112673534,-1.7426833345994568
291,EXR,2023,9,Real Estate,143.9035034179688,153.8218841552734,4.74,14390921,169217,801968,27.325,12.267,3.0,85.04417995827842,-1.6798778924004354
292,FAST,2020,6,Industrials,45.74352264404297,47.59542846679688,1.5,2733200,573800,859100,30.267,7.582,5.0,4.763332171488323,-1.1529802075211122
293,FAST,2021,6,Industrials,55.22183227539063,46.66386032104492,1.61,3042200,574800,925000,33.2,8.472,5.0,5.292623521224773,-0.9360204799941708
294,FAST,2022,6,Industrials,51.36244583129883,56.56275939941406,1.89,3163200,573800,1086900,35.125,8.873,5.0,5.512722202858138,-0.8066326469031321
295,FAST,2023,6,Industrials,75.83090209960938,62.12415313720703,2.02,3348800,571300,1155000,35.2,9.815,5.0,5.861718886749519,-0.7357883739665741
296,FCX,2020,8,Materials,31.38607788085937,35.37009429931641,0.41,10174000,1458000,599000,76.25,36.499,8.167,6.978052126200274,4.428509093475639
297,FCX,2021,8,Materials,47.71343231201172,28.16141128540039,2.96,13980000,1457000,4306000,73.808,39.095,7.0,9.595058339052848,4.073262592297388
298,FCX,2022,8,Materials,39.93047332763672,39.17191314697266,2.43,15555000,1430000,3468000,72.9,40.434,7.0,10.877622377622378,4.120780529016013
299,FCX,2023,8,Materials,46.57409286499024,48.3145866394043,1.29,16693000,1435000,1848000,72.158,40.584,7.0,11.632752613240418,4.0925416875460225
300,FIS,2020,4,Financials,129.8118896484375,131.1419219970703,0.26,49300000,619000,158000,29.35,10.657,3.0,79.64458804523424,-1.6880954089199738
301,FIS,2021,4,Financials,93.8369140625,86.10047149658203,0.68,47347000,616000,417000,30.725,12.299,3.0,76.86201298701299,-1.4993854016091939
302,FIS,2022,4,Financials,51.89184188842773,52.68061065673828,-27.68,27218000,604000,-16720000,32.1,13.975,3.0,45.062913907284766,-1.3082602767818705
303,FIS,2023,4,Financials,73.4548110961914,75.0099868774414,-11.26,19093000,591000,-6654000,37.683,20.154,3.0,32.30626057529611,-0.5767013822315948
304,FMC,2020,8,Materials,101.5859527587891,99.79761505126952,4.24,2961800,129700,551000,62.225,23.732,7.0,22.835774865073247,2.3748329444353247
305,FMC,2021,8,Materials,123.1068954467773,100.5343551635742,5.72,3124300,128400,737800,63.2,24.51,7.0,24.332554517133957,2.4812035608538063
306,FMC,2022,8,Materials,116.4144058227539,99.93611145019533,5.83,3377900,126000,734800,59.075,24.688,7.0,26.80873015873016,2.277625297875648
307,FMC,2023,8,Materials,62.46704483032227,56.96522521972656,10.55,4410900,125060,1318800,56.608,26.091,6.5,35.270270270270274,2.0716018736553554
308,FTNT,2020,7,Information Technology,36.88399887084961,47.63800048828125,0.6,856000,821000,488500,31.0,9.547,5.0,1.0426309378806333,-0.9749786072869967
309,FTNT,2021,7,Information Technology,68.3479995727539,56.58000183105469,0.74,781700,816100,606800,29.688,9.337,3.833,0.9578483029040559,-1.4703115817181722
310,FTNT,2022,7,Information Technology,66.45999908447266,75.58999633789062,1.08,-281600,791400,857300,28.65,9.455,3.0,-0.35582512004043465,-1.8101691538600622
311,FTNT,2023,7,Information Technology,68.30999755859375,60.27000045776367,1.47,-463400,778600,1147800,31.05,12.063,3.0,-0.5951708194194708,-1.4991134768185717
312,GILD,2020,5,Health Care,55.80970764160156,60.13920593261719,0.1,18202000,1257000,123000,38.3,15.699,5.0,14.480509148766906,-0.15533678347579297
313,GILD,2021,5,Health Care,53.52963256835938,56.36401748657227,4.96,21069000,1256000,6225000,38.3,15.738,5.0,16.77468152866242,-0.15256650161858037
314,GILD,2022,5,Health Care,78.11637115478516,73.25247955322266,3.66,21240000,1255000,4592000,38.617,16.292,5.0,16.92430278884462,-0.09659795085886552
315,GILD,2023,5,Health Care,71.62889099121094,67.77882385253906,4.54,22833000,1248000,5665000,39.25,16.353,5.0,18.295673076923077,-0.059084679757435865
316,GL,2020,4,Financials,93.65036010742188,92.49130249023438,6.9,8771092,106054,731773,36.0,10.685,5.0,82.70401870745093,-0.6320557930406548
317,GL,2021,4,Financials,98.30946350097656,95.4446792602539,7.3,8642806,102049,1031114,35.854,14.123,5.0,84.69270644494311,-0.39549774477820476
318,GL,2022,4,Financials,108.3996505737305,108.4156875610352,7.55,3949577,97974,894386,35.533,14.907,5.0,40.312501275848696,-0.3566339879033356
319,GL,2023,4,Financials,115.566032409668,81.86292266845703,10.21,4486803,95098,970755,35.8,15.229,5.0,47.18083450756062,-0.3197659366537318
320,GOOG,2020,1,Communication Services,103.3139343261719,125.1735610961914,2.96,222544000,13616314,40269000,42.067,15.271,5.0,16.343923913623026,0.011717803890738074
321,GOOG,2021,1,Communication Services,139.4907684326172,109.248176574707,5.69,251635000,13352994,76033000,36.7,14.062,5.0,18.84483734509279,-0.35548555990986475
322,GOOG,2022,1,Communication Services,103.8817901611328,120.8324966430664,4.59,256144000,13063000,59972000,39.892,15.847,5.0,19.608359488632015,-0.06137528754923085
323,GOOG,2023,1,Communication Services,152.0869293212891,183.2115173339844,5.84,283379000,12630000,73795000,40.542,16.168,5.0,22.43697545526524,-0.0045023735379960215
324,GOOGL,2020,1,Communication Services,103.0077819824219,121.9495391845703,2.96,222544000,13616314,40269000,42.067,15.271,5.0,16.343923913623026,0.011717803890738074
325,GOOGL,2021,1,Communication Services,138.9080810546875,108.8380813598633,5.69,251635000,13352994,76033000,36.7,14.062,5.0,18.84483734509279,-0.35548555990986475
326,GOOGL,2022,1,Communication Services,103.6110916137695,119.5627746582031,4.59,256144000,13063000,59972000,39.892,15.847,5.0,19.608359488632015,-0.06137528754923085
327,GOOGL,2023,1,Communication Services,150.7569732666016,181.9411773681641,5.84,283379000,12630000,73795000,40.542,16.168,5.0,22.43697545526524,-0.0045023735379960215
328,GRMN,2020,2,Consumer Discretionary,121.1465682983398,133.5360717773438,5.19,5516116,191085,992324,31.617,10.959,4.5,28.867341758903105,-1.0187072210147294
329,GRMN,2021,2,Consumer Discretionary,110.9978103637695,92.50896453857422,5.63,6114159,192180,1082200,32.2,12.763,3.0,31.814751795192006,-1.389110364753657
330,GRMN,2022,2,Consumer Discretionary,97.27035522460938,101.2892608642578,5.06,6204340,192544,973585,31.563,12.905,3.0,32.22297241150075,-1.4124136335522024
331,GRMN,2023,2,Consumer Discretionary,147.4409942626953,162.154052734375,6.74,7012060,191397,1289636,32.85,13.475,3.833,36.63620641911838,-1.0106334951009068
332,GWW,2020,6,Industrials,384.3201293945313,421.58837890625,12.88,1828000,53500,695000,27.042,13.718,3.0,34.16822429906542,-1.5916433481620595
333,GWW,2021,6,Industrials,501.7603454589844,443.5869140625,19.94,1874000,51900,1043000,28.667,13.793,3.0,36.10789980732177,-1.5011374747012072
334,GWW,2022,6,Industrials,678.8953247070312,779.2665405273438,30.22,2440000,50900,1547000,28.85,14.25,3.0,47.93713163064833,-1.4590830547467715
335,GWW,2023,6,Industrials,1013.131408691406,900.3057250976562,36.39,3115000,49900,1829000,30.517,14.778,3.0,62.4248496993988,-1.3341977577747675
336,HAS,2020,2,Consumer Discretionary,83.68394470214844,82.89173889160156,1.62,2896700,137260,222500,21.45,8.935,3.0,21.103744718053328,-2.22451211613631
337,HAS,2021,2,Consumer Discretionary,73.34746551513672,73.86996459960938,3.11,3025900,138000,428700,21.45,10.288,3.0,21.9268115942029,-2.1284046455514734
338,HAS,2022,2,Consumer Discretionary,49.77838134765625,60.77290344238281,1.47,2832800,138700,203500,21.354,12.107,1.833,20.423936553713048,-2.415872272352011
339,HAS,2023,2,Consumer Discretionary,55.13234329223633,57.86294555664063,-10.73,1061900,138800,-1489300,21.575,14.282,1.0,7.650576368876081,-2.5436216248268515
340,HII,2020,6,Industrials,190.3580627441407,196.077651977539,17.14,1901000,40600,696000,54.0,12.623,9.0,46.82266009852217,1.8600694622371494
341,HII,2021,6,Industrials,188.7687530517578,207.4717559814453,13.5,2808000,40300,544000,55.508,14.413,9.0,69.6774193548387,2.0662638591459626
342,HII,2022,6,Industrials,200.3812255859375,221.5457305908203,14.44,3489000,40100,579000,56.975,19.055,8.0,87.0074812967581,2.120157659277941
343,HII,2023,6,Industrials,288.6534423828125,245.0552978515625,17.07,4093000,39900,681000,58.596,23.134,7.0,102.58145363408521,2.142132246888226
344,HLT,2020,2,Consumer Discretionary,119.8503952026367,119.5530548095703,-2.58,-1490000,277000,-715000,42.55,22.342,4.333,-5.379061371841155,0.30403313260682713
345,HLT,2021,2,Consumer Discretionary,150.3977813720703,110.4542541503906,1.47,-821000,279000,410000,42.55,22.73,3.0,-2.942652329749104,-0.13860482872330834
346,HLT,2022,2,Consumer Discretionary,140.1011962890625,144.9057922363281,4.56,-1102000,275000,1255000,39.55,21.498,3.0,-4.007272727272727,-0.38336976845011705
347,HLT,2023,2,Consumer Discretionary,212.9929351806641,218.0399932861328,4.36,-2360000,262000,1141000,38.925,21.325,3.0,-9.007633587786259,-0.42841938092602
348,HON,2020,6,Industrials,202.390625,205.4217376708984,6.79,17549000,704100,4779000,59.792,26.148,7.0,24.92401647493254,2.418916619989275
349,HON,2021,6,Industrials,184.5216217041016,165.7328491210938,8.01,18569000,692300,5542000,59.413,28.796,6.833,26.822186913187924,2.528238313377457
350,HON,2022,6,Industrials,184.989486694336,201.9078826904297,7.33,16697000,677100,4966000,58.304,29.19,5.0,24.65957761039728,1.8515269516845732
351,HON,2023,6,Industrials,203.0529327392578,212.4153442382812,8.53,15856000,663000,5658000,58.6,29.844,5.0,23.91553544494721,1.9134980221343507
352,HSY,2020,3,Consumer Staples,147.2204284667969,162.9985504150391,6.3,2234352,208446,1278708,50.8,25.018,5.0,10.719092714659912,1.1618370404373501
353,HSY,2021,3,Consumer Staples,205.7352905273437,205.2517700195312,7.34,2757229,206734,1477512,53.412,27.822,5.0,13.337085336712878,1.4979276658301912
354,HSY,2022,3,Consumer Staples,245.9944000244141,242.4981231689453,8.22,3299544,205535,1644817,53.288,26.563,5.0,16.053441019777654,1.401997517074225
355,HSY,2023,3,Consumer Staples,191.8283233642578,182.6039276123047,9.31,4099086,204738,1861787,53.113,27.621,5.0,20.02112944348387,1.467977232198774
