,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
356,ICE,2020,4,Financials,106.5352478027344,113.5558700561523,3.79,19498000,552000,2089000,29.45,13.464,3.0,35.322463768115945,-1.483464399862597
357,ICE,2021,4,Financials,127.424674987793,90.9633331298828,7.22,22709000,562000,4058000,30.592,14.206,3.0,40.40747330960854,-1.3708972471925647
358,ICE,2022,4,Financials,102.0267868041992,111.1045455932617,2.59,22706000,559000,1446000,31.3,14.858,3.0,40.61896243291592,-1.2874722398694907
359,ICE,2023,4,Financials,136.5270538330078,136.4372253417969,4.2,25717000,564000,2368000,35.692,16.039,4.0,45.597517730496456,-0.6206276214576493
360,IEX,2020,6,Industrials,200.5035552978516,211.2886505126953,4.98,2540200,75741,377800,44.95,11.192,7.0,33.537978109610386,0.5785687754173959
361,IEX,2021,6,Industrials,185.4823150634766,176.1305389404297,5.91,2803100,76000,449400,44.8,14.546,6.0,36.882894736842104,0.4562131728988929
362,IEX,2022,6,Industrials,226.1821746826172,211.2814178466797,7.74,3039300,75700,586900,44.65,17.596,5.0,40.14927344782034,0.31226357846775876
363,IEX,2023,6,Industrials,241.7038726806641,199.900619506836,7.87,3541400,75600,596100,45.017,16.984,5.0,46.84391534391534,0.2880286790867333
364,INTC,2020,7,Information Technology,57.85762023925781,51.06003952026367,4.98,81038000,4199000,20899000,47.354,31.574,3.0,19.299356989759467,0.7414234408768255
365,INTC,2021,7,Information Technology,45.96523284912109,34.96082305908203,4.89,95391000,4059000,19868000,46.883,30.084,3.0,23.50110864745011,0.6108958333064531
366,INTC,2022,7,Information Technology,31.50295639038086,32.63835525512695,1.95,101423000,4108000,8014000,47.4,30.441,3.0,24.689143135345667,0.6633544054562471
367,INTC,2023,7,Information Technology,43.58625411987305,30.65028381347656,0.4,105590000,4190000,1689000,48.346,29.669,3.0,25.200477326968972,0.6581039692877622
368,IP,2020,8,Materials,43.72671890258789,50.10427856445312,1.23,7854000,391870,482000,44.125,18.42,5.0,20.042360987062036,0.3432754837273162
369,IP,2021,8,Materials,40.87519073486328,37.42099761962891,4.5,9082000,389333,1752000,44.525,19.663,5.0,23.327074766331137,0.45253633164226964
370,IP,2022,8,Materials,33.34357452392578,29.76456642150879,4.14,8497000,363285,1504000,44.642,20.727,5.0,23.38934995939827,0.5342481487377396
371,IP,2023,8,Materials,38.0909423828125,42.67545318603516,0.83,8355000,346900,288000,45.25,21.102,5.0,24.084750648601904,0.5927553033815857
372,IPG,2020,1,Communication Services,25.71865653991699,28.91577339172364,0.9,2895000,389400,351100,27.25,11.301,3.0,7.434514637904468,-1.7524269541722008
373,IPG,2021,1,Communication Services,32.29568481445312,25.27596855163575,2.42,3526000,393000,952800,26.95,11.382,3.0,8.97201017811705,-1.7623985364719887
374,IPG,2022,1,Communication Services,35.15933609008789,36.74129486083984,2.4,3614600,391500,938000,26.638,12.544,3.0,9.232694763729247,-1.6962125981040395
375,IPG,2023,1,Communication Services,31.94700813293457,28.78033256530762,2.86,3942600,384100,1098400,26.067,15.824,2.667,10.264514449362146,-1.6106166671195934
376,IVZ,2020,4,Financials,21.90102958679199,23.37268447875977,1.14,14361800,459500,524800,41.742,15.685,5.0,31.255277475516866,0.024089729627905853
377,IVZ,2021,4,Financials,20.55472755432129,14.4855260848999,3.01,15495800,462800,1393000,42.863,18.163,5.0,33.482713915298184,0.2588691742546616
378,IVZ,2022,4,Financials,15.20646095275879,15.74238586425781,1.5,15213600,457500,683900,40.9,20.549,5.0,33.25377049180328,0.3254580803337641
379,IVZ,2023,4,Financials,16.16005516052246,14.76328468322754,-0.73,14597600,454800,-333700,41.483,19.727,5.0,32.09674582233949,0.29762845477007294
380,JNPR,2020,7,Information Technology,22.96407890319824,25.00697326660156,0.78,4543500,330400,257800,29.3,13.128,3.0,13.751513317191284,-1.5151940658648122
381,JNPR,2021,7,Information Technology,34.68619918823242,26.7664852142334,0.78,4316900,324400,252700,29.775,13.387,3.0,13.307336621454994,-1.4718982490387225
382,JNPR,2022,7,Information Technology,33.00082015991211,30.25362586975098,1.46,4475100,322100,471000,32.225,15.438,3.0,13.893511331884508,-1.1977870054445754
383,JNPR,2023,7,Information Technology,36.61272811889648,36.23512649536133,0.97,4492700,320000,310200,32.879,17.841,3.0,14.0396875,-0.9928139900508208
384,K,2020,3,Consumer Staples,52.27577972412109,53.65637588500977,3.65,3112000,343000,1251000,52.125,26.222,5.0,9.072886297376094,1.3168137774024864
385,K,2021,3,Consumer Staples,55.27502059936523,61.69098663330078,4.36,3720000,341000,1488000,52.113,25.176,5.0,10.909090909090908,1.2418843875499372
386,K,2022,3,Consumer Staples,59.34658050537109,60.26322174072266,2.81,3941000,341000,960000,53.079,25.797,5.0,11.557184750733137,1.3366310863328763
387,K,2023,3,Consumer Staples,56.19183731079102,57.14468765258789,2.78,3175000,342086,951000,54.7,26.597,5.0,9.281291838894314,1.4784261192623813
388,KDP,2020,3,Consumer Staples,31.56476593017578,32.65765762329102,0.94,23829000,1407200,1325000,38.736,13.57,5.0,16.933627060830016,-0.2837117375532936
389,KDP,2021,3,Consumer Staples,35.50378799438477,33.48562622070312,1.52,24972000,1415700,2146000,39.342,16.403,5.0,17.639330366603094,-0.05071062800104487
390,KDP,2022,3,Consumer Staples,33.7429084777832,30.24686622619629,1.01,25126000,1416800,1436000,40.679,18.831,5.0,17.7343308865048,0.19183934934443062
391,KDP,2023,3,Consumer Staples,30.06386184692383,33.18953704833984,1.56,25676000,1399300,2181000,44.75,21.383,5.0,18.349174587293646,0.586506798296119
392,KEY,2020,4,Financials,16.84982109069824,17.57630348205566,1.28,17981000,967783,1237000,38.95,14.213,5.0,18.579578273228606,-0.22682026218207424
393,KEY,2021,4,Financials,19.53940200805664,15.15991497039795,2.65,17423000,947065,2519000,39.05,15.083,5.0,18.396836542370377,-0.15977991869958888
394,KEY,2022,4,Financials,11.36610317230225,8.483328819274902,1.94,13454000,924363,1799000,40.15,16.957,5.0,14.55488806886472,0.030994906451135652
395,KEY,2023,4,Financials,15.36180114746094,14.008544921875,0.89,14637000,927217,824000,40.292,18.373,5.0,15.785948704564303,0.1390207301812036
396,KHC,2020,3,Consumer Staples,34.42004013061523,35.45012664794922,0.29,50103000,1223000,356000,55.317,22.762,7.0,40.967293540474245,1.9438310962610497
397,KHC,2021,3,Consumer Staples,35.33619689941406,34.57709503173828,0.83,49298000,1224000,1012000,57.454,23.122,7.0,40.27614379084967,2.081419087955763
398,KHC,2022,3,Consumer Staples,36.15177536010742,33.53829574584961,1.93,48678000,1226000,2363000,58.158,22.991,7.0,39.7047308319739,2.1090156896019354
399,KHC,2023,3,Consumer Staples,36.06155395507812,31.8482666015625,2.33,49526000,1227000,2855000,57.75,23.389,7.0,40.36348818255909,2.1159004384378153
400,KIM,2020,9,Real Estate,16.19684982299805,18.16848564147949,2.26,5608044,429950,971230,26.85,12.876,3.0,13.043479474357483,-1.6615171796865116
401,KIM,2021,9,Real Estate,22.0192813873291,17.76689529418945,1.61,9899389,506248,815601,26.85,13.47,3.0,19.554425894028224,-1.61932365601512
402,KIM,2022,9,Real Estate,18.0749340057373,18.46626281738281,0.16,9515508,615528,98576,26.275,13.622,3.0,15.4590985300425,-1.6386667122444818
403,KIM,2023,9,Real Estate,19.12984848022461,19.2178840637207,1.02,9525465,616947,628756,26.037,14.194,3.0,15.439681204382223,-1.6105112724027986
404,KMB,2020,3,Consumer Staples,122.6248245239258,119.0167846679688,6.9,626000,340870,2352000,40.867,18.902,5.0,1.8364772493912636,0.2067371696095851
405,KMB,2021,3,Consumer Staples,112.3661499023438,124.4170303344727,5.38,514000,336800,1814000,41.467,19.498,5.0,1.5261282660332542,0.2805232482544731
406,KMB,2022,3,Consumer Staples,126.8883361816406,131.7745819091797,5.73,547000,337522,1934000,42.7,20.61,5.0,1.6206350993416725,0.4241425530016041
407,KMB,2023,3,Consumer Staples,126.9450149536133,136.9693145751953,5.22,915000,337800,1764000,43.825,19.118,5.0,2.708703374777975,0.3771311810659936
408,KO,2020,3,Consumer Staples,47.36347961425781,49.02616882324219,1.8,19299000,4295000,7747000,44.627,19.207,5.0,4.493364377182771,0.42549192694365173
409,KO,2021,3,Consumer Staples,57.467529296875,58.75736999511719,2.26,22999000,4315000,9771000,44.562,20.088,5.0,5.330011587485516,0.4846647474353693
410,KO,2022,3,Consumer Staples,59.19635391235352,57.90986251831055,2.2,24105000,4328000,9542000,43.55,21.002,5.0,5.569547134935305,0.49654229706273795
411,KO,2023,3,Consumer Staples,60.22719955444336,63.15991973876953,2.48,25941000,4323000,10714000,45.175,22.718,5.0,6.000693962526023,0.7036131071309202
412,LDOS,2020,6,Industrials,91.58440399169922,96.5160903930664,4.42,3862000,142000,628000,35.05,14.668,5.0,27.197183098591548,-0.3989284872232489
413,LDOS,2021,6,Industrials,104.2505340576172,97.5399932861328,5.34,4291000,141000,753000,35.25,21.328,3.0,30.43262411347518,-0.620840528899646
414,LDOS,2022,6,Industrials,90.13961791992188,86.97379302978516,5.0,4299000,137000,685000,33.825,21.668,3.0,31.37956204379562,-0.6713842656726214
415,LDOS,2023,6,Industrials,130.3564910888672,145.4954528808594,1.45,4201000,137000,199000,35.2,21.564,3.0,30.664233576642335,-0.6066976461232053
416,LHX,2020,6,Industrials,188.3891448974609,201.9880981445312,5.23,20724000,214000,1119000,55.979,17.078,7.0,96.8411214953271,1.5747806469144252
417,LHX,2021,6,Industrials,235.3900604248047,229.9844360351562,9.17,19213000,201300,1846000,54.467,20.412,6.0,95.44461003477397,1.379611776464739
418,LHX,2022,6,Industrials,189.4814147949219,190.0697021484375,5.54,18523000,191800,1062000,52.642,24.48,5.0,96.57455683003128,1.2201743593397363
419,LHX,2023,6,Industrials,210.868667602539,223.4306030273437,6.47,18765000,189600,1227000,51.513,28.685,5.0,98.97151898734177,1.4596882325937068
420,LLY,2020,5,Health Care,179.1563720703125,221.0239715576172,6.47,5641600,956590,6193700,51.8,17.588,7.0,5.89761548834924,1.39195475212529
421,LLY,2021,5,Health Care,278.7848205566406,316.9596862792969,5.85,8979200,953653,5581700,49.012,19.305,5.5,9.415584075130052,0.8386724168275702
422,LLY,2022,5,Health Care,338.8930969238281,464.2953186035156,6.57,10649800,950182,6244800,49.517,17.874,6.833,11.208168540342797,1.233693925135637
423,LLY,2023,5,Health Care,775.2772827148438,903.8394165039062,5.83,10771900,899379,5240400,48.35,24.018,5.0,11.97704193671411,0.9623813412516762
424,LNT,2020,10,Utilities,47.93693542480469,49.76251983642578,2.47,5688000,248400,614000,63.987,31.338,6.167,22.89855072463768,2.713638438651987
425,LNT,2021,10,Utilities,56.95676422119141,53.81989288330078,2.63,5990000,250200,659000,61.45,35.214,5.0,23.940847322142286,2.4443343478889203
426,LNT,2022,10,Utilities,50.16770935058594,49.71725082397461,2.73,6276000,250900,686000,55.55,33.435,5.0,25.013949780789158,2.008703731313062
427,LNT,2023,10,Utilities,49.00244903564453,49.97625732421875,2.78,6777000,253000,703000,55.542,34.158,5.0,26.786561264822133,2.059641155117199
428,LVS,2020,2,Consumer Discretionary,59.49115371704102,51.58968353271485,-2.21,2973000,764000,-1685000,35.75,16.93,3.0,3.891361256544503,-0.9070343419204407
429,LVS,2021,2,Consumer Discretionary,38.05828475952149,32.88854598999023,-1.26,1996000,764000,-961000,35.55,17.106,3.0,2.612565445026178,-0.9050160535413272
430,LVS,2022,2,Consumer Discretionary,56.25028228759766,56.78879547119141,2.4,3881000,764000,1832000,36.425,18.668,3.0,5.079842931937173,-0.7481974167122643
431,LVS,2023,2,Consumer Discretionary,51.00456237792969,43.82842254638672,1.6,4118000,763000,1221000,38.287,19.124,3.5,5.3971166448230665,-0.44183646727904446
432,LYB,2020,8,Materials,83.73731231689453,83.61460876464844,4.24,7971000,334000,1417000,43.2,17.17,5.0,23.865269461077844,0.2059982276528517
433,LYB,2021,8,Materials,86.40230560302734,74.33641815185547,16.77,11858000,334000,5596000,43.35,16.873,5.0,35.50299401197605,0.19276408812646298
434,LYB,2022,8,Materials,86.78114318847656,85.92378997802734,11.84,12615000,327000,3872000,44.258,19.325,5.0,38.57798165137615,0.4145317545025272
435,LYB,2023,8,Materials,99.6436996459961,94.37068176269533,6.48,12930000,325000,2107000,41.138,19.37,5.0,39.784615384615385,0.25418568953495124
436,LYV,2020,1,Communication Services,84.6500015258789,87.58999633789062,-8.12,-471772,212271,-1723355,23.4,6.88,3.0,-2.2224985984896666,-2.26827057012998
437,LYV,2021,1,Communication Services,117.6399993896484,82.58000183105469,-3.09,-582651,217191,-670675,24.0,8.044,3.0,-2.6826664088290952,-2.1541378223851746
438,LYV,2022,1,Communication Services,70.0,91.11000061035156,0.66,-367569,224810,149216,29.125,8.242,4.5,-1.6350206841332682,-1.3423278890324968
439,LYV,2023,1,Communication Services,105.7699966430664,93.73999786376952,1.38,-17148,228628,315842,29.7,8.147,5.0,-0.07500393652570989,-1.1425673493547777
440,MDLZ,2020,3,Consumer Staples,54.00688171386719,57.91788864135742,2.48,27578000,1431000,3555000,53.833,28.199,5.0,19.27183787561146,1.5467748170647022
441,MDLZ,2021,3,Consumer Staples,59.18819427490234,58.86438369750977,3.06,28269000,1403000,4300000,52.983,29.713,5.0,20.14896650035638,1.6097637196663164
442,MDLZ,2022,3,Consumer Staples,67.30583953857422,70.80169677734375,1.97,26883000,1378000,2717000,54.567,31.355,5.0,19.508708272859216,1.8094289807280644
443,MDLZ,2023,3,Consumer Staples,69.1312484741211,65.02240753173828,3.64,28332000,1363000,4959000,54.75,32.572,5.0,20.786500366837856,1.9054683804640786
444,META,2020,1,Communication Services,293.9259948730469,346.9969482421875,10.22,128290000,2851000,29146000,44.6,12.894,7.0,44.998246229393196,0.6811205982591616
445,META,2021,1,Communication Services,221.9040069580078,160.9193115234375,13.99,124879000,2815000,39370000,41.912,13.306,5.667,44.361989342806396,0.09928923398144796
446,META,2022,1,Communication Services,211.50537109375,286.3914794921875,8.63,125713000,2687000,23200000,46.35,13.24,7.0,46.78563453665798,0.7974285642419908
447,META,2023,1,Communication Services,484.5841979980469,503.7198791503906,15.19,153168000,2574000,39098000,47.775,13.502,7.0,59.505827505827504,0.8907340876314273
448,MGM,2020,2,Consumer Discretionary,37.9662971496582,42.62677383422852,-2.02,6504726,494152,-997204,38.45,13.062,5.0,13.163411258074438,-0.3347878344349364
449,MGM,2021,2,Consumer Discretionary,41.92589569091797,28.94257736206055,2.44,6070645,481930,1176072,40.475,12.96,5.0,12.596528541489429,-0.23588778580892175
450,MGM,2022,2,Consumer Discretionary,44.41999816894531,43.91999816894531,3.52,4831529,409201,1441205,39.825,13.92,5.0,11.807226766308,-0.2017675957409432
451,MGM,2023,2,Consumer Discretionary,47.20999908447266,44.43999862670898,3.22,3811170,354926,1144308,39.35,14.272,5.0,10.73792846959648,-0.20166233013736928
452,MLM,2020,8,Materials,328.2848205566406,344.4999084472656,11.56,5890700,62300,720400,45.95,13.55,7.0,94.55377207062601,0.7984817605386051
453,MLM,2021,8,Materials,378.6274719238281,294.83740234375,11.26,6535300,62400,701800,46.212,14.576,7.0,104.7323717948718,0.8850948635439927
454,MLM,2022,8,Materials,351.7685546875,458.2422485351562,13.91,7170500,62300,856300,47.079,14.881,7.0,115.09630818619583,0.9522058452725535
455,MLM,2023,8,Materials,612.3604736328125,541.09912109375,18.88,8033200,61900,1199800,46.458,15.714,7.0,129.77705977382877,0.9788249680673569
456,MMC,2020,4,Financials,115.3607330322266,133.8143463134766,3.98,9104000,506000,2016000,34.0,14.88,3.0,17.992094861660078,-1.14438231520302
457,MMC,2021,4,Financials,163.8689575195312,149.7936859130859,6.2,11009000,507000,3143000,34.0,14.755,3.0,21.714003944773175,-1.153261423719727
458,MMC,2022,4,Financials,162.4151153564453,184.0364532470703,6.11,10520000,499000,3050000,34.225,15.007,3.0,21.082164328657313,-1.123567207486085
459,MMC,2023,4,Financials,203.7615051269531,209.1963806152344,7.6,12191000,494000,3756000,35.633,14.996,4.333,24.678137651821864,-0.580346040126197
460,MNST,2020,3,Consumer Staples,45.54499816894531,45.67499923706055,1.33,5160860,1059278,1409594,42.9,9.845,7.0,4.872054361555701,0.37543166381416226
461,MNST,2021,3,Consumer Staples,39.95000076293945,46.34999847412109,1.3,6566951,1057526,1377475,40.192,11.117,5.333,6.209730068102345,-0.2641740149662932
462,MNST,2022,3,Consumer Staples,54.0099983215332,57.43999862670898,1.13,7025041,1053558,1191624,40.417,11.849,5.0,6.667920513156371,-0.3178455162650124
463,MNST,2023,3,Consumer Staples,59.27999877929688,49.95000076293945,1.56,8228744,1044887,1630988,42.35,12.526,5.333,7.875247754063358,-0.05097177747607183
464,MO,2020,3,Consumer Staples,38.60215759277344,36.59951019287109,2.4,2839000,1858419,4459000,41.95,16.937,5.0,1.5276425822163893,0.12392571680014954
465,MO,2021,3,Consumer Staples,42.35776138305664,34.44437789916992,1.36,-1606000,1823176,2464000,42.117,17.236,5.0,-0.880880397723533,0.15391826387647442
466,MO,2022,3,Consumer Staples,39.14157485961914,40.5830078125,3.23,-3973000,1785534,5751000,42.3,17.976,5.0,-2.2251046465651174,0.2160749855127346
467,MO,2023,3,Consumer Staples,41.7549934387207,44.57428359985352,4.61,-3540000,1763462,8113000,46.321,19.185,5.833,-2.0074149598913955,0.8065545226590757
468,MOH,2020,5,Health Care,233.759994506836,253.0599975585937,11.35,2096000,59300,673000,36.7,7.322,5.167,35.345699831365934,-0.7753399754024837
469,MOH,2021,5,Health Care,333.5899963378906,279.6099853515625,11.36,2630000,58000,659000,36.7,6.668,6.667,45.3448275862069,-0.29268964126767777
470,MOH,2022,5,Health Care,267.489990234375,301.239990234375,13.66,2964000,58000,792000,37.0,8.098,5.0,51.10344827586207,-0.763400340840375
471,MOH,2023,5,Health Care,410.8299865722656,297.2999877929688,18.71,4215000,58300,1091000,37.1,8.87,5.0,72.29845626072041,-0.7033212184349875
472,MOS,2020,8,Materials,29.82562065124512,30.1569652557373,1.76,9581400,379000,666100,64.163,27.805,7.0,25.280738786279684,2.765734896579955
473,MOS,2021,8,Materials,63.25822830200195,45.02570724487305,4.31,10604100,378100,1630600,65.137,29.69,7.0,28.045755091245702,2.950686480540332
474,MOS,2022,8,Materials,44.08904266357422,33.93902206420898,10.57,12054600,339071,3582800,66.425,30.045,7.0,35.55184607353622,3.0434168656236973
475,MOS,2023,8,Materials,32.00944519042969,28.69173049926757,3.52,12290200,331300,1164900,64.55,30.839,7.0,37.09689103531542,3.0015341840554806
476,MPWR,2020,7,Information Technology,344.6487121582031,365.0412902832031,3.67,966587,44840,164375,39.375,10.647,6.0,21.556355932203388,-0.10510882014084333
477,MPWR,2021,7,Information Technology,476.6628723144531,377.462646484375,5.28,1243985,45851,242023,30.658,9.562,5.0,27.13103312904844,-0.9918398931302124
478,MPWR,2022,7,Information Technology,494.9656066894531,535.3040161132812,9.37,1668602,46727,437672,31.3,10.433,5.0,35.70958974468723,-0.8963182415019629
479,MPWR,2023,7,Information Technology,675.10693359375,820.4130859375,8.98,2049939,47610,427374,31.233,11.054,4.333,43.05689981096408,-1.0909945273820814
480,MS,2020,4,Financials,68.5982666015625,81.40763854980469,6.55,101781000,1603000,10500000,49.421,26.386,5.0,63.49407361197754,1.186726296280627
481,MS,2021,4,Financials,79.04353332519531,69.26712799072266,8.16,105441000,1785000,14566000,48.988,26.405,5.0,59.07058823529412,1.1653791510423
482,MS,2022,4,Financials,82.19947052001953,80.59744262695312,6.23,100141000,1691000,10540000,48.604,26.422,5.0,59.21998817267889,1.1464583966887454
483,MS,2023,4,Financials,91.56908416748048,95.44158172607422,5.24,99038000,1628000,8530000,51.875,27.087,5.0,60.834152334152336,1.3651528378225866
484,MSI,2020,7,Information Technology,179.7027282714844,208.051773071289,5.58,-558000,170000,949000,32.417,17.622,3.0,-3.2823529411764705,-1.0325870648847575
485,MSI,2021,7,Information Technology,234.543472290039,203.6996459960937,7.36,-40000,169200,1245000,34.05,19.465,3.0,-0.2364066193853428,-0.8160757407071051
486,MSI,2022,7,Information Technology,280.9884948730469,288.9837951660156,8.14,116000,167500,1363000,34.3,20.263,3.0,0.6925373134328359,-0.7462871414209353
487,MSI,2023,7,Information Technology,353.0469665527344,385.0457153320313,10.23,724000,167000,1709000,33.55,20.18,3.0,4.335329341317365,-0.791495981022565
488,MTCH,2020,1,Communication Services,137.3800048828125,161.25,0.73,-1414417,223433,162329,34.15,7.75,5.0,-6.3303853951743925,-0.9375096028277246
489,MTCH,2021,1,Communication Services,108.7399978637695,69.69000244140625,1.01,-203769,275004,277723,34.079,8.27,4.833,-0.7409674041104857,-0.9632012683528517
490,MTCH,2022,1,Communication Services,38.38999938964844,41.84999847412109,1.28,-359875,282564,361946,33.233,13.666,3.0,-1.2736052717260515,-1.2708204258588698
491,MTCH,2023,1,Communication Services,36.27999877929688,30.3799991607666,2.36,-19548,275773,651539,32.733,13.837,3.0,-0.07088438679638688,-1.2848825464390388
492,MTD,2020,5,Health Care,1155.68994140625,1385.339965820312,25.24,282675,23883,602739,29.3,17.596,3.0,11.835824645145083,-1.1978192110436368
493,MTD,2021,5,Health Care,1373.18994140625,1148.77001953125,33.25,171421,23130,768985,29.3,16.543,3.0,7.411197578901859,-1.2726168211883768
494,MTD,2022,5,Health Care,1530.2099609375,1311.640014648438,38.79,24793,22492,872502,28.775,15.651,3.0,1.1023030410812733,-1.363497317646173
495,MTD,2023,5,Health Care,1331.2900390625,1397.589965820312,36.1,-149938,21848,788778,28.338,15.145,3.0,-6.862779201757598,-1.4223463885829184
496,NCLH,2020,2,Consumer Discretionary,27.59000015258789,29.40999984741211,-15.75,4354105,254729,-4012514,39.3,11.722,5.0,17.09308716322052,-0.3854170179812948
497,NCLH,2021,2,Consumer Discretionary,21.8799991607666,11.11999988555908,-12.33,2432650,365450,-4506587,39.3,11.292,5.0,6.656587768504584,-0.41596115127876687
498,NCLH,2022,2,Consumer Discretionary,13.44999980926514,21.77000045776367,-5.41,68591,419773,-2269909,39.05,12.255,5.0,0.16340021868962512,-0.36066086978156814
499,NCLH,2023,2,Consumer Discretionary,20.93000030517578,18.79000091552734,0.39,300807,424425,166178,42.3,15.891,5.0,0.7087400600812864,0.06797145545406183
500,NDAQ,2020,4,Financials,46.78007507324219,55.96033096313477,1.89,6433000,493200,933000,31.0,14.787,3.0,13.0433901054339,-1.3082408181255947
501,NDAQ,2021,4,Financials,57.21652984619141,49.13490676879883,2.38,6395000,497700,1187000,31.263,17.142,3.0,12.84910588708057,-1.1271726158885162
502,NDAQ,2022,4,Financials,53.36373519897461,48.84709930419922,2.28,6151000,492400,1125000,32.05,20.098,3.0,12.491876523151909,-0.8759468993025972
503,NDAQ,2023,4,Financials,62.61275482177734,60.01570129394531,2.1,10816000,504909,1059000,36.288,23.318,3.0,21.42168192684226,-0.4250757749332644
504,NEE,2020,10,Utilities,69.517578125,67.72882843017578,1.49,36513000,1960000,2919000,59.617,29.923,5.5,18.62908163265306,2.1487868079387504
505,NEE,2021,10,Utilities,79.41715240478516,73.02234649658203,1.81,37202000,1974033,3573000,56.713,28.523,5.0,18.84568292424696,1.7207518146787055
506,NEE,2022,10,Utilities,73.80535125732422,71.50662231445312,2.09,39229000,1987000,4147000,54.15,26.781,5.0,19.742828384499244,1.4626665518648474
507,NEE,2023,10,Utilities,62.92274475097656,70.3542709350586,3.61,47468000,2026100,7310000,53.7,29.494,5.0,23.428261191451558,1.6317908561835348
508,NEM,2020,8,Materials,52.90926361083984,56.1834716796875,3.52,23008000,804000,2829000,69.475,45.874,5.0,28.616915422885572,3.622195015741631
509,NEM,2021,8,Materials,72.33808898925781,54.71643829345703,1.46,22022000,799000,1166000,66.888,42.963,5.0,27.561952440550687,3.27981431051004
510,NEM,2022,8,Materials,46.46583938598633,40.82142639160156,-0.54,19354000,794000,-429000,65.312,43.513,5.0,24.375314861460957,3.236272436253761
511,NEM,2023,8,Materials,35.34725570678711,41.6201171875,-2.97,29027000,841000,-2494000,65.4,44.702,4.833,34.51486325802616,3.2664361391579173
512,NFLX,2020,1,Communication Services,521.6599731445312,528.2100219726562,6.26,11065240,440922,2761395,23.1,5.112,3.0,25.095685858269718,-2.4095819256088977
513,NFLX,2021,1,Communication Services,374.5899963378906,174.8699951171875,11.55,15849248,443155,5116228,23.1,5.911,3.0,35.76456995859237,-2.3528266639701063
514,NFLX,2022,1,Communication Services,345.4800109863281,440.489990234375,10.1,20777401,444698,4491924,24.067,7.826,3.0,46.72249706542418,-2.166111016340155
515,NFLX,2023,1,Communication Services,607.3300170898438,674.8800048828125,12.25,20588313,441571,5407990,24.163,7.81,3.0,46.62514748477595,-2.1622154639523368
516,NOW,2020,7,Information Technology,500.1099853515625,549.5499877929688,0.61,2834000,193096,119000,30.525,9.768,4.5,14.676637527447488,-1.1605472573736704
517,NOW,2021,7,Information Technology,556.8900146484375,475.5199890136719,1.16,3695000,198000,230000,30.429,13.559,3.0,18.661616161616163,-1.4253995624511537
518,NOW,2022,7,Information Technology,464.7200012207031,561.969970703125,1.61,5032000,201000,325000,30.2,14.363,3.0,25.034825870646767,-1.3802927398639038
519,NOW,2023,7,Information Technology,762.4000244140625,786.6699829101562,8.48,7628000,204000,1731000,34.117,17.482,3.0,37.3921568627451,-0.9534219469179878
520,NRG,2020,10,Utilities,33.18599319458008,35.72816848754883,2.08,1680000,245000,510000,65.346,26.438,8.5,6.857142857142857,3.2597486770148674
521,NRG,2021,10,Utilities,34.86188125610352,34.99618530273438,8.93,3600000,245000,2187000,66.95,35.2,7.0,14.693877551020408,3.4371104789352707
522,NRG,2022,10,Utilities,32.28974151611328,35.61012649536133,5.17,3828000,236000,1221000,66.717,34.982,7.0,16.220338983050848,3.409412040361675
523,NRG,2023,10,Utilities,66.44558715820312,77.01016235351562,-1.12,2906000,228000,-256000,63.617,31.556,7.0,12.74561403508772,3.0035592397434208
524,NTRS,2020,4,Financials,94.1773910522461,104.3144912719727,5.48,11688300,208319,1141000,42.6,17.22,5.0,56.107700209774436,0.17809938182230525
525,NTRS,2021,4,Financials,106.9650573730469,89.19962310791016,7.16,12016800,208076,1490600,42.438,17.402,5.0,57.75197523981622,0.1825357317285791
526,NTRS,2022,4,Financials,83.35982513427734,70.69819641113281,6.16,11259500,208309,1282400,40.65,16.392,5.0,54.051913263469174,0.017070076986643996
527,NTRS,2023,4,Financials,87.30111694335938,83.21894836425781,5.09,11897900,207248,1053900,40.65,16.895,5.0,57.4089979155408,0.05279960965787298
528,NXPI,2020,7,Information Technology,189.668685913086,194.3753662109375,0.19,8944000,279763,52000,46.862,24.711,4.167,31.969917394365947,0.6397798013587169
529,NXPI,2021,7,Information Technology,176.2728271484375,141.6562194824219,6.91,6528000,270687,1871000,46.987,27.202,3.333,24.116414899865898,0.529092019716226
530,NXPI,2022,7,Information Technology,181.2086029052734,200.0537567138672,10.64,7449000,261879,2787000,48.288,27.125,4.5,28.444434261624643,1.0034619686903594
531,NXPI,2023,7,Information Technology,245.8231506347656,268.1257934570312,10.83,8644000,258381,2797000,51.25,30.612,4.0,33.45447227156796,1.2300455517754658
532,OMC,2020,1,Communication Services,65.54810333251953,71.35704040527344,4.38,3084400,215600,951200,26.0,8.014,3.0,14.306122448979592,-2.0514338443050883
533,OMC,2021,1,Communication Services,77.84371948242188,58.88735580444336,6.57,3270200,214300,1395600,26.496,8.241,3.0,15.259916005599626,-2.0093103121359723
534,OMC,2022,1,Communication Services,89.93087005615234,91.41353607177734,6.4,3252100,205600,1299400,26.817,8.882,3.0,15.81760700389105,-1.9469522319203811
